date and time,file size (in kilobytes),build duration (in seconds)
9/12/2016 9:02pm,5.2,0.301
9/12/2016 9:02pm,5.2,0.347
9/12/2016 9:03pm,5.23,0.314
9/12/2016 9:03pm,5.22,0.323
9/12/2016 9:03pm,5.22,0.398
9/12/2016 9:03pm,5.22,0.332
9/12/2016 9:03pm,5.23,0.289
9/12/2016 9:03pm,5.24,0.326
9/12/2016 9:03pm,5.24,0.359
9/12/2016 9:03pm,5.23,0.280
9/12/2016 9:03pm,5.23,0.265
9/12/2016 9:03pm,5.23,0.290
9/12/2016 9:03pm,5.23,0.198
9/12/2016 9:03pm,5.23,0.262
9/12/2016 9:04pm,5.23,0.267
9/12/2016 9:04pm,5.23,0.363
9/12/2016 9:04pm,5.25,0.277
9/12/2016 9:05pm,5.32,0.568
9/12/2016 9:05pm,5.24,0.369
9/12/2016 9:05pm,5.24,0.404
9/12/2016 9:05pm,5.32,0.349
9/12/2016 9:06pm,5.3,0.298
9/12/2016 9:06pm,5.32,0.406
9/12/2016 9:06pm,5.33,0.442
9/12/2016 9:06pm,5.33,0.330
9/12/2016 9:07pm,5.33,0.255
9/12/2016 9:07pm,5.33,0.285
9/12/2016 9:07pm,5.33,0.264
9/12/2016 9:07pm,5.35,0.367
9/12/2016 9:07pm,5.35,0.440
9/12/2016 9:07pm,5.33,0.355
9/12/2016 9:08pm,5.35,0.420
9/12/2016 9:08pm,5.36,0.263
9/12/2016 9:09pm,5.38,0.267
9/12/2016 9:09pm,5.38,0.308
9/12/2016 9:10pm,5.36,0.395
9/12/2016 9:11pm,5.51,0.442
9/12/2016 9:11pm,5.51,0.471
9/12/2016 9:12pm,5.51,0.458
9/12/2016 9:12pm,5.51,0.360
9/12/2016 9:12pm,5.51,0.458
9/12/2016 9:12pm,5.5,0.380
9/12/2016 9:12pm,5.5,0.349
9/12/2016 9:12pm,5.5,0.381
9/12/2016 9:13pm,5.53,0.716
9/12/2016 9:13pm,5.53,0.453
9/12/2016 9:13pm,5.53,0.379
9/12/2016 9:13pm,5.53,0.483
9/12/2016 9:14pm,5.53,0.479
9/12/2016 9:15pm,5.52,0.438
9/12/2016 9:16pm,5.48,0.307
9/12/2016 9:16pm,5.48,0.420
9/12/2016 9:16pm,5.48,0.417
9/12/2016 9:16pm,5.48,0.369
9/12/2016 9:17pm,5.48,0.397
9/12/2016 9:17pm,5.48,0.475
9/12/2016 9:17pm,5.48,0.388
9/12/2016 9:18pm,5.65,0.425
9/12/2016 9:21pm,5.65,0.391
9/12/2016 9:22pm,5.65,0.459
9/12/2016 9:24pm,5.65,0.402
9/12/2016 9:25pm,5.65,0.463
9/12/2016 9:25pm,5.68,0.380
9/12/2016 9:25pm,5.69,0.418
9/12/2016 9:25pm,5.69,0.341
9/12/2016 9:25pm,5.7,0.376
9/12/2016 9:26pm,5.7,0.631
9/12/2016 9:27pm,5.7,0.487
9/12/2016 9:27pm,5.7,0.466
9/12/2016 9:29pm,5.79,0.466
9/12/2016 9:29pm,5.8,0.346
9/12/2016 9:29pm,5.81,0.355
9/12/2016 9:29pm,5.69,0.436
9/12/2016 9:29pm,5.69,0.493
9/12/2016 9:30pm,5.74,0.532
9/12/2016 9:30pm,5.74,0.458
9/12/2016 9:30pm,5.77,0.375
9/12/2016 9:30pm,5.74,1.239
9/12/2016 9:30pm,5.73,0.384
9/12/2016 9:30pm,5.73,0.242
9/12/2016 9:30pm,5.74,0.406
9/12/2016 9:31pm,5.73,0.317
9/12/2016 9:31pm,5.73,0.304
9/12/2016 9:31pm,5.73,0.370
9/12/2016 9:31pm,5.73,0.390
9/12/2016 9:31pm,5.75,0.357
9/12/2016 9:32pm,5.75,0.362
9/12/2016 9:32pm,5.78,0.407
9/12/2016 9:33pm,5.78,0.469
9/12/2016 9:33pm,5.78,0.348
9/12/2016 9:34pm,5.75,0.468
9/12/2016 9:35pm,5.79,0.345
9/12/2016 9:37pm,6.07,0.318
9/12/2016 9:37pm,6.09,0.400
9/12/2016 9:37pm,6.09,0.423
9/12/2016 9:38pm,6.11,0.564
9/12/2016 9:38pm,6.11,0.395
9/12/2016 9:39pm,6.2,0.442
9/12/2016 9:39pm,6.23,0.448
9/12/2016 9:40pm,6.26,0.588
9/12/2016 9:40pm,6.31,0.323
9/12/2016 9:41pm,6.4,0.421
9/12/2016 10:09pm,6.4,0.500
9/12/2016 10:09pm,6.4,0.381
9/12/2016 10:09pm,6.4,0.429
9/12/2016 10:09pm,6.4,0.441
9/12/2016 10:10pm,6.4,0.491
9/12/2016 10:12pm,6.53,0.608
9/12/2016 10:13pm,6.7,0.589
9/12/2016 10:13pm,6.71,0.466
9/12/2016 10:14pm,6.74,0.641
9/12/2016 10:14pm,6.74,0.502
9/12/2016 10:14pm,6.76,0.499
9/12/2016 10:14pm,6.74,1.250
9/12/2016 10:15pm,6.78,0.505
9/12/2016 10:15pm,6.76,0.532
9/12/2016 10:16pm,6.78,0.634
9/12/2016 10:17pm,6.8,0.619
9/12/2016 10:18pm,6.83,0.732
9/12/2016 10:19pm,6.83,0.675
9/12/2016 10:19pm,6.88,0.684
9/12/2016 10:20pm,6.88,0.685
9/12/2016 10:20pm,6.88,0.575
9/12/2016 10:20pm,6.91,0.672
9/12/2016 10:22pm,6.92,0.555
9/12/2016 10:22pm,6.92,0.599
9/12/2016 10:23pm,6.97,0.469
9/12/2016 10:26pm,7.52,0.479
9/12/2016 10:26pm,7.52,0.405
9/12/2016 10:26pm,7.58,0.498
9/12/2016 10:27pm,7.56,0.830
9/12/2016 10:30pm,7.87,0.465
9/12/2016 10:31pm,7.87,0.602
9/12/2016 10:31pm,7.87,0.712
9/12/2016 10:31pm,7.87,0.679
9/12/2016 10:32pm,7.87,0.722
9/12/2016 10:32pm,7.87,0.654
9/12/2016 10:34pm,7.89,0.700
9/12/2016 10:36pm,7.87,0.559
9/12/2016 10:37pm,7.88,2.156
9/12/2016 10:37pm,7.88,2.176
9/12/2016 10:37pm,7.88,0.792
9/12/2016 10:39pm,7.93,0.764
9/12/2016 10:39pm,7.93,0.639
9/12/2016 10:40pm,7.93,0.731
9/12/2016 10:40pm,7.93,0.665
9/12/2016 10:40pm,7.95,0.730
9/12/2016 10:40pm,7.95,0.619
9/12/2016 10:40pm,7.97,0.702
9/12/2016 10:41pm,8,0.824
9/12/2016 10:41pm,7.99,0.638
9/12/2016 10:42pm,8.02,0.637
9/12/2016 10:42pm,8.07,0.792
9/12/2016 10:43pm,8.09,0.478
9/12/2016 10:43pm,8.1,0.600
9/12/2016 10:44pm,8.07,0.492
9/12/2016 10:44pm,8.09,0.760
9/12/2016 10:44pm,8.07,0.537
9/12/2016 10:45pm,8.06,0.468
9/12/2016 10:45pm,8.08,0.490
9/12/2016 10:45pm,8.09,0.629
9/12/2016 10:46pm,8.1,0.828
9/12/2016 11:19pm,8.2,0.479
9/12/2016 11:19pm,8.2,0.549
9/12/2016 11:19pm,8.2,0.599
9/12/2016 11:19pm,8.2,0.598
9/12/2016 11:19pm,8.2,0.548
9/12/2016 11:19pm,8.1,0.635
9/12/2016 11:19pm,8.18,0.609
9/12/2016 11:20pm,8.18,0.650
9/12/2016 11:20pm,8.18,0.517
9/12/2016 11:21pm,8.24,0.652
9/12/2016 11:21pm,8.23,0.666
9/12/2016 11:22pm,8.23,0.905
9/12/2016 11:22pm,8.23,0.689
9/12/2016 11:22pm,8.23,0.698
9/12/2016 11:23pm,8.23,1.091
9/12/2016 11:24pm,8.23,0.665
9/12/2016 11:25pm,8.23,0.681
9/12/2016 11:25pm,8.23,0.752
9/12/2016 11:26pm,8.33,0.997
9/12/2016 11:26pm,8.33,0.869
9/12/2016 11:26pm,8.33,1.888
9/12/2016 11:26pm,8.42,0.581
9/12/2016 11:27pm,8.49,0.692
9/12/2016 11:27pm,8.51,0.771
9/12/2016 11:28pm,8.53,0.767
9/12/2016 11:30pm,8.71,0.671
9/12/2016 11:30pm,8.75,0.887
9/12/2016 11:31pm,8.83,0.770
9/12/2016 11:31pm,8.93,1.041
9/12/2016 11:32pm,8.93,0.521
9/12/2016 11:32pm,8.95,0.455
9/12/2016 11:32pm,8.95,0.495
9/12/2016 11:33pm,8.96,0.507
9/12/2016 11:33pm,8.91,0.573
9/12/2016 11:33pm,8.91,0.549
9/12/2016 11:33pm,8.91,0.690
9/12/2016 11:33pm,8.95,0.538
9/12/2016 11:33pm,8.95,0.686
9/12/2016 11:33pm,8.95,0.587
9/12/2016 11:34pm,8.98,0.704
9/12/2016 11:34pm,8.98,0.611
9/12/2016 11:34pm,9.01,0.588
9/12/2016 11:34pm,9.03,0.721
9/12/2016 11:35pm,9.07,0.672
9/12/2016 11:35pm,9.05,0.719
9/12/2016 11:36pm,9.07,0.681
9/12/2016 11:36pm,9.07,0.657
9/12/2016 11:36pm,9.07,0.522
9/12/2016 11:36pm,9.07,0.602
9/12/2016 11:37pm,9.07,0.774
9/12/2016 11:38pm,9.11,0.902
9/12/2016 11:38pm,9.11,0.821
9/12/2016 11:44pm,9.15,0.740
9/12/2016 11:45pm,9.21,0.708
9/12/2016 11:49pm,9.23,0.900
9/12/2016 11:50pm,9.23,0.494
9/12/2016 11:52pm,9.29,0.779
9/12/2016 11:53pm,9.31,0.687
9/12/2016 11:54pm,9.27,0.924
9/12/2016 11:55pm,9.32,0.596
9/12/2016 11:55pm,9.32,0.630
9/12/2016 11:55pm,9.33,0.611
9/12/2016 11:55pm,9.37,0.597
9/12/2016 11:56pm,9.42,0.590
9/12/2016 11:56pm,9.43,0.688
9/12/2016 11:56pm,9.44,0.433
9/12/2016 11:56pm,9.46,0.618
9/12/2016 11:57pm,9.77,0.570
9/12/2016 11:57pm,9.77,0.495
9/12/2016 11:58pm,9.75,0.726
9/12/2016 11:58pm,9.75,0.768
9/12/2016 11:58pm,9.75,0.504
9/12/2016 11:58pm,9.76,0.735
9/12/2016 11:59pm,9.77,0.706
9/12/2016 11:59pm,9.76,1.072
9/12/2016 11:59pm,9.75,0.693
9/12/2016 11:59pm,9.73,0.572
9/13/2016 12:00am,9.67,0.840
9/13/2016 12:00am,9.67,0.758
9/13/2016 12:01am,9.68,0.701
9/13/2016 12:01am,9.87,0.623
9/13/2016 12:02am,9.85,0.581
9/13/2016 12:02am,9.84,0.532
9/13/2016 12:02am,9.84,0.647
9/13/2016 12:02am,9.84,0.598
9/13/2016 12:02am,9.85,0.665
9/13/2016 12:03am,9.85,0.610
9/13/2016 12:03am,9.85,0.700
9/13/2016 12:03am,9.85,0.671
9/13/2016 12:03am,9.69,0.691
9/13/2016 12:04am,9.91,0.851
9/13/2016 12:05am,9.97,0.771
9/13/2016 12:05am,9.97,0.614
9/13/2016 12:06am,10.11,0.787
9/13/2016 12:07am,10.15,0.739
9/13/2016 12:07am,10.16,0.911
9/13/2016 12:08am,10.17,0.690
9/13/2016 12:08am,10.17,0.713
9/13/2016 12:08am,10.17,0.750
9/13/2016 12:09am,10.19,0.933
9/13/2016 12:09am,10.19,0.804
9/13/2016 12:10am,10.29,0.767
9/13/2016 12:10am,10.29,0.794
9/13/2016 12:11am,10.33,0.874
9/13/2016 12:11am,10.33,0.577
9/13/2016 12:12am,10.32,0.714
9/13/2016 12:12am,10.33,0.983
9/13/2016 12:12am,10.34,0.791
9/13/2016 12:14am,10.33,0.793
9/13/2016 12:14am,10.34,0.787
9/13/2016 12:14am,10.35,0.668
9/13/2016 12:15am,10.33,0.780
9/13/2016 12:15am,10.33,0.958
9/13/2016 12:15am,10.33,0.806
9/13/2016 12:16am,10.41,0.710
9/13/2016 12:19am,10.49,0.737
9/13/2016 12:20am,10.49,0.589
9/13/2016 12:21am,10.49,0.684
9/13/2016 12:22am,10.41,1.086
9/13/2016 12:22am,10.54,0.851
9/13/2016 12:23am,10.57,1.312
9/13/2016 12:23am,10.59,0.848
9/13/2016 12:23am,10.6,0.695
9/13/2016 12:23am,10.6,0.838
9/13/2016 12:24am,10.6,1.348
9/13/2016 12:28am,10.6,1.321
9/13/2016 12:29am,10.6,1.001
9/13/2016 12:29am,10.65,0.613
9/13/2016 12:30am,10.68,0.878
9/13/2016 12:31am,10.64,1.187
9/13/2016 12:32am,10.65,0.837
9/13/2016 12:33am,10.58,0.598
9/13/2016 12:33am,10.58,0.801
9/13/2016 12:33am,10.58,0.756
9/13/2016 12:33am,10.58,0.654
9/13/2016 12:33am,10.58,0.739
9/13/2016 12:34am,10.58,0.480
9/13/2016 12:34am,10.58,0.413
9/13/2016 12:35am,10.59,0.690
9/13/2016 12:35am,10.59,0.570
9/13/2016 12:38am,10.63,0.970
9/13/2016 12:39am,10.65,0.799
9/13/2016 12:40am,10.8,0.686
9/13/2016 12:41am,10.85,0.599
9/13/2016 12:41am,10.85,0.682
9/13/2016 12:41am,10.85,0.593
9/13/2016 12:41am,10.85,0.529
9/13/2016 12:41am,10.86,0.555
9/13/2016 12:42am,10.86,0.750
9/13/2016 12:42am,10.86,0.610
9/13/2016 12:43am,10.88,1.221
9/13/2016 12:43am,10.98,0.543
9/13/2016 12:44am,10.98,0.843
9/13/2016 12:45am,11.08,0.856
9/13/2016 12:45am,11.1,0.790
9/13/2016 12:45am,11.1,0.718
9/13/2016 12:45am,11.1,0.540
9/13/2016 12:45am,11.1,0.720
9/13/2016 12:45am,11.08,0.641
9/13/2016 12:47am,11.11,1.036
